Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
Spironolactone Tablets,Actavis Elizabeth LLC an indirect wholly owned subsidiary of Teva Pharmaceuticals USA Inc.,800-545-8800,"50mg tablets, bottle of 500 (NDC 0228-2672-50)",New,05/22/2018,,"This product discontinuation is a business related decision and not related to product quality, safety or efficacy.",,,Renal,To be Discontinued,05/22/2018,05/22/2018,05/22/2018,,,,,,,
Spironolactone Tablets,Actavis Elizabeth LLC an indirect wholly owned subsidiary of Teva Pharmaceuticals USA Inc.,800-545-8800,"100mg tablets, bottle of 100 (NDC 0228-2673-11)",New,05/22/2018,,"This product discontinuation is a business related decision and not related to product quality, safety or efficacy.",,,Renal,To be Discontinued,05/22/2018,05/22/2018,05/22/2018,,,,,,,
Spironolactone Tablets,Actavis Elizabeth LLC an indirect wholly owned subsidiary of Teva Pharmaceuticals USA Inc.,800-545-8800,"100mg tablets, bottle of 500 (NDC 0228-2673-50)",New,05/22/2018,,"This product discontinuation is a business related decision and not related to product quality, safety or efficacy.",,,Renal,To be Discontinued,05/22/2018,05/22/2018,05/22/2018,,,,,,,
"Spironolactone Tablets, USP",Par Pharmaceutical,800-828-9393,"25 mg, bottle of 100 (NDC 0603-5763-21)",New,04/19/2019,,Par has made a business decision to permanently discontinue the drug product.,,,Cardiovascular,To be Discontinued,04/19/2019,04/19/2019,04/19/2019,,,,,,,
"Spironolactone Tablets, USP",Par Pharmaceutical,800-828-9393,"25 mg, bottle of 500 (NDC 0603-5763-28)",New,04/19/2019,,Par has made a business decision to permanently discontinue the drug product.,,,Cardiovascular,To be Discontinued,04/19/2019,04/19/2019,04/19/2019,,,,,,,
"Spironolactone Tablets, USP",Par Pharmaceutical,800-828-9393,"25 mg, bottle of 1000 (NDC 0603-5763-32)",New,04/19/2019,,Par has made a business decision to permanently discontinue the drug product.,,,Cardiovascular,To be Discontinued,04/19/2019,04/19/2019,04/19/2019,,,,,,,
"Spironolactone Tablets, USP",Par Pharmaceutical,800-828-9393,"25 mg, bottle of 2500 (NDC 0603-5763-30)",New,04/19/2019,,Par has made a business decision to permanently discontinue the drug product.,,,Cardiovascular,To be Discontinued,04/19/2019,04/19/2019,04/19/2019,,,,,,,
"Spironolactone Tablets, USP",Par Pharmaceutical,800-828-9393,"50 mg, bottle of 100 (NDC 0603-5764-21)",New,04/19/2019,,Par has made a business decision to permanently discontinue the drug product.,,,Cardiovascular,To be Discontinued,04/19/2019,04/19/2019,04/19/2019,,,,,,,
"Spironolactone Tablets, USP",Par Pharmaceutical,800-828-9393,"50 mg, bottle of 500 (NDC 0603-5764-28)",New,04/19/2019,,Par has made a business decision to permanently discontinue the drug product.,,,Cardiovascular,To be Discontinued,04/19/2019,04/19/2019,04/19/2019,,,,,,,
"Spironolactone Tablets, USP",Par Pharmaceutical,800-828-9393,"100 mg, bottle of 100 (NDC 0603-5765-21)",New,04/19/2019,,Par has made a business decision to permanently discontinue the drug product.,,,Cardiovascular,To be Discontinued,04/19/2019,04/19/2019,04/19/2019,,,,,,,
"Spironolactone Tablets, USP",Par Pharmaceutical,800-828-9393,"100 mg, bottle of 500 (NDC 0603-5765-28)",New,04/19/2019,,Par has made a business decision to permanently discontinue the drug product.,,,Cardiovascular,To be Discontinued,04/19/2019,04/19/2019,04/19/2019,,,,,,,
Stavudine (Zerit) Powder for Oral Solution,Bristol Myers Squibb Co.,800-332-2056,1mg/mL (NDC 0003-1968-01),New,10/15/2018,,,,,Antiviral,To be Discontinued,10/15/2018,10/15/2018,10/15/2018,,,,,,,
Stavudine Capsules,Mylan Pharmaceuticals Inc.,800-496-9526,20mg capsules (NDC 0378-5041-91),New,04/30/2018,,,,,Antiviral,To be Discontinued,04/30/2018,04/30/2018,04/30/2018,,,,,,,
Stavudine Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,40 mg  (NDC0378-5043-91),New,07/17/2019,,,,,Antiviral,To be Discontinued,07/17/2019,07/17/2019,07/17/2019,,,,,,,
Sterile Talc Powder,Lymol Medical Corp.,781-935-0004,Sterile Talc Powder (NDC 63256-200-05),Revised,06/12/2019,,,,,Pulmonary/Allergy,Resolved,06/12/2019,,02/16/2017,,,,,,,
Sterile Talc Powder,Novatech SA,800-433-2674; email: CustomerService@bosmed.com,"STERITALC® (talc), powder, for intrapleural use 2 grams, in a 50 mL single-dose vial (NDC 62327-222-02)",Revised,06/12/2019,,,,,Pulmonary/Allergy,Resolved,06/12/2019,,05/15/2017,,,,,,,
Sterile Talc Powder,Novatech SA,800-433-2674; email: CustomerService@bosmed.com,"STERITALC® (talc), powder, for intrapleural use 3 grams, in a 10 mL single-dose vial (NDC 62327-333-03)",Revised,06/12/2019,,,,,Pulmonary/Allergy,Resolved,06/12/2019,,05/15/2017,,,,,,,
Sterile Talc Powder,Novatech SA,800-433-2674; email: CustomerService@bosmed.com,"STERITALC® (talc), powder, for intrapleural use 4 grams, in a 50 mL single-dose vial (NDC 62327-444-04)",Revised,06/12/2019,,,,,Pulmonary/Allergy,Resolved,06/12/2019,,05/15/2017,,,,,,,
Sterile Water,"Hospira, Inc.",844-646-4398,10 mL; Single Dose Plastic Fliptop Vial (NDC 00409-4887-10),Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/24/2018,,,,,,,
Sterile Water,"Fresenius Kabi USA, LLC",888-386-1300,"Single dose vial, 5 mL fill (NDC 63323-185-05)",Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/23/2018,,,,,,,
Sterile Water,B. Braun Medical Inc.,800-227-2862,Sterile Water for Injection in 250mL EXCEL container (NDC  0264-7850-20),Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/22/2018,,,,,,,
Sterile Water,Baxter Healthcare,888-229-0001,"Sterile Water for Injection, USP (For Drug Diluent Use Only), 1000 mL VIAFLEX Plastic Container. Product code 2B0304X (NDC 0338-0013-04)",Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/22/2018,,,,,,,
Sterile Water,"ICU Medical, Inc.",877-946-7747,Sterile Water for Injection 1000 mL (NDC 0409-7990-09),Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/22/2018,,,,,,,
Sterile Water,"Fresenius Kabi USA, LLC",888-386-1300,"Single dose, plastic vial, 10 mL fill (NDC 63323-185-10)",Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/23/2018,,,,,,,
Sterile Water,"Fresenius Kabi USA, LLC",888-386-1300,"Single dose, plastic vial, 20 mL fill (NDC 63323-185-20)",Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/23/2018,,,,,,,
Sterile Water,"Fresenius Kabi USA, LLC",888-386-1300,"Single dose, plastic vial, 50 mL fill (NDC 63323-185-50)",Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/23/2018,,,,,,,
Sterile Water,"Fresenius Kabi USA, LLC",888-386-1300,"Single dose, tear top vial, 100 mL (NDC 63323-185-00)",Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/23/2018,,,,,,,
Sterile Water,Baxter Healthcare,888-229-0001,"Sterile Water for Injection, USP in 2000 mL VIAFLEX Plastic Container. Pharmacy Bulk Package.   Product code 2B0306 (NDC 0338-0013-06)",Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/22/2018,,,,,,,
Sterile Water,Baxter Healthcare,888-229-0001,"Sterile Water for Injection, USP in 3000 mL VIAFLEX Plastic Container. Pharmacy Bulk Package.  Product code 2B0307  (NDC 0338-0013-08)",Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/22/2018,,,,,,,
Sterile Water,Baxter Healthcare,888-229-0001,"Sterile Water for Injection, USP in 5000 mL VIAFLEX Plastic Container, Pharmacy Bulk Package. Product code 2B0309 (NDC 0338-0013-29)",Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/22/2018,,,,,,,
Sterile Water,B. Braun Medical Inc.,800-227-2862,Sterile Water for Injection in 500mL EXCEL container (NDC  0264-7850-10),Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/26/2018,,,,,,,
Sterile Water,B. Braun Medical Inc.,800-227-2862,"Sterile Water for Injection in 1,000mL EXCEL container  (NDC 0264-7850-00)",Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/26/2018,,,,,,,
Sterile Water,B. Braun Medical Inc.,800-227-2862,"Sterile Water for Injection in 2,000mL Titan container (NDC  0264-7385-50)",Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/26/2018,,,,,,,
Sterile Water,B. Braun Medical Inc.,800-227-2862,"Sterile Water for Injection in 3,000mL Titan container (NDC  0264-7385-60)",Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/26/2018,,,,,,,
Sterile Water,"Hospira, Inc.",844-646-4398,20 mL; Single Dose Plastic Fliptop Vial (NDC 00409-4887-20),Revised,08/02/2019,, ,,,Other,Resolved,08/02/2019,,01/24/2018,,,,,,,
Sterile Water,"Hospira, Inc.",844-646-4398,50 mL; Single Dose Plastic Fliptop Vial (NDC 00409-4887-50),Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/24/2018,,,,,,,
Sterile Water,"Hospira, Inc.",844-646-4398,100 mL; Single Dose Glass Fliptop Vial (NDC 00409-4887-99),Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/24/2018,,,,,,,
Sterile Water,"ICU Medical, Inc.",877-946-7747,Sterile Water for Injection 2000 mL (NDC 0409-7118-07),Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/24/2018,,,,,,,
Sterile Water,"ICU Medical, Inc.",877-946-7747,Sterile Water for Irrigation 1000 mL (NDC 0409-7973-05),Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/24/2018,,,,,,,
Sterile Water,"ICU Medical, Inc.",877-946-7747,Sterile Water for Irrigation 2000 mL (NDC 0409-7973-08),Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/24/2018,,,,,,,
Sterile Water,"ICU Medical, Inc.",877-946-7747,Sterile Water for Irrigation 2000 mL (NDC 0409-7973-07),Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/24/2018,,,,,,,
Sterile Water,"ICU Medical, Inc.",877-946-7747,"Sterile Water for Irrigation USP, 1000 mL Aqualite ™ Plastic Pour Bottle (NDC 0409-7139-09)",Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/24/2018,,,,,,,
Sterile Water,"ICU Medical, Inc.",877-946-7747,"Sterile Water for Irrigation, USP, Aqualite 500 mL (NDC 0409-6139-03)",Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/24/2018,,,,,,,
Sterile Water,"ICU Medical, Inc.",877-946-7747,"Sterile Water for Irrigation, USP 1500 mL (NDC 0409-7139-36)",Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/24/2018,,,,,,,
Sterile Water,"ICU Medical, Inc.",877-946-7747,"Sterile Water for Irrigation, USP, Aqualite 250 mL (NDC 0409-6139-22)",Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,01/24/2018,,,,,,,
Sterile Water,American Regent/Luitpold,800-645-1706,5 mL vial (NDC 00517-3005-25),Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,05/25/2018,,,,,,,
Sterile Water,American Regent/Luitpold,800-645-1706,10 mL vial (NDC 00517-3010-25),Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,05/25/2018,,,,,,,
Sterile Water,American Regent/Luitpold,800-645-1706,20 mL vial (NDC 00517-3020-25),Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,05/25/2018,,,,,,,
Sterile Water,West-Ward Pharmaceuticals,800-631-2174,10 mL Single Dose Vial (NDC 0641-6147-25),Revised,08/02/2019,,,,,Other,Resolved,08/02/2019,,05/25/2018,,,,,,,
Sumatriptan (Sumavel DosePro) Injection,"Endo Pharmaceuticals, Inc.",800-462-3636,Sumavel DosePro (sumatriptan injection) 6mg/0.5mL (NDC 63481-367-06),New,02/27/2018,,A business decision has been made to discontinue Sumavel DosePro 6 mg/0.5mL.,,,Neurology,To be Discontinued,02/27/2018,02/27/2018,02/27/2018,,,,,,,
Tacrolimus Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,"0.5 mg, 100s (NDC 0378-2045-01)",Revised,11/12/2019,Available,,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,"1 mg, 100s (NDC 0378-2046-01)",Revised,11/12/2019,Unavailable. Estimated recovery: November 2019,,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,"5 mg, 100s (NDC 0378-2047-01)",Revised,11/12/2019,Unavailable. Estimated recovery: November 2019,,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,Accord Healthcare Inc.,"866-941-7875, option 2",0.5 mg 100 count (NDC 1672904101),Revised,10/22/2019,Shortage duration from July 2019 to May 2020. We would be temporarily discontinuing this product until May 2020. We will allocate any product we do have available based on API availability,,,Limited API availability,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,Accord Healthcare Inc.,"866-941-7875, option 2",1 mg 100 count (NDC 1672904201),Revised,10/22/2019,Shortage duration from July 2019 to May 2020. We would be temporarily discontinuing this product until May 2020. We will allocate any product we do have available based on API availability,,,Limited API availability,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,Accord Healthcare Inc.,"866-941-7875, option 2",5 mg 100 count (NDC 1672904301),Revised,10/22/2019,Shortage duration from July 2019 to May 2020. We would be temporarily discontinuing this product until May 2020. We will allocate any product we do have available based on API availability,,,Limited API availability,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,"Veloxis Pharmaceuticals, Inc.",919-591-3085,Envarsus XR 0.75 mg Extended-Release Tablets 30 count (NDC 68992-3075-3),Revised,08/12/2019,Available,,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,"Veloxis Pharmaceuticals, Inc.",919-591-3085,Envarsus XR 0.75 mg Extended-Release Tablets 100 count (NDC 68992-3075-1),Revised,08/12/2019,Available,,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,"Veloxis Pharmaceuticals, Inc.",919-591-3085,Envarsus XR 1 mg Extended-Release Tablets 30 count (NDC 68992-3010-3),Revised,08/12/2019,Available,,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,"Veloxis Pharmaceuticals, Inc.",919-591-3085,Envarsus XR 1 mg Extended-Release Tablets 100 count (NDC 68992-3010-1),Revised,08/12/2019,Available,,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,"Veloxis Pharmaceuticals, Inc.",919-591-3085,Envarsus XR 4 mg Extended-Release Tablets 30 count (NDC 68992-3040-3),Revised,08/12/2019,Available,,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,"Veloxis Pharmaceuticals, Inc.",919-591-3085,Envarsus XR 4 mg Extended-Release Tablets 100 count (NDC 68992-3040-1),Revised,08/12/2019,Available,,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,Strides Pharma Inc.,855-273-0146,1 mg 100 count bottles (NDC 64338-721-06),New,05/17/2019,"Currently out of stock - re-supply the first week of June, 2019",,,Demand increase for the drug,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,Strides Pharma Inc.,855-273-0146,0.5 mg 100 count bottles (NDC 64380-720-06),New,05/17/2019,"Currently, we do not distribute this product strength and NDC. We are evaluating options to potentially re-launch this product strength.",,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,Strides Pharma Inc.,855-273-0146,5 mg 100 count bottles (NDC 64380-722-06),New,05/17/2019,"Currently, we do not distribute this product strength and NDC. We are evaluating options to potentially re-launch this product strength..",,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,Sandoz,800-525-8747,0.5 mg 100 count bottle (NDC 0781-2102-01),Reverified,11/18/2019,Available,,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,Sandoz,800-525-8747,1 mg 100 count bottle (NDC 0781-2103-04),Reverified,11/18/2019,Available,,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,Sandoz,800-525-8747,5 mg 100 count bottle (NDC 0781-2104-01),Reverified,11/18/2019,Available,,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,Astellas,800-727-7003,PROGRAF® (tacrolimus) capsules 0.5 mg 100 count bottle (NDC 0469-0607-73),Revised,06/21/2019,Available; product under allocation,,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,Astellas,800-727-7003,PROGRAF® (tacrolimus) capsules 5 mg 100 count bottle (NDC 0469-0657-73),Revised,06/21/2019,Available; product under allocation,,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,Astellas,800-727-7003,PROGRAF® (tacrolimus) capsules 1 mg 100 count bottle (NDC 0469-0617-73),Revised,06/21/2019,Available; product under allocation,,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,Astellas,800-727-7003,ASTAGRAF XL® (tacrolimus extended release capsules) 0.5 mg 30 count bottle (NDC 0469-0647-73),Revised,06/21/2019,Available; product under allocation,,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,Astellas,800-727-7003,ASTAGRAF XL® (tacrolimus extended release capsules) 1 mg 30 count bottle (NDC 0469-0677-73),Revised,06/21/2019,Available; product under allocation,,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,Astellas,800-727-7003,ASTAGRAF XL® (tacrolimus extended release capsules) 5 mg 30 count bottle (NDC 0469-0687-73),Revised,06/21/2019,Available; product under allocation,,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,Astellas,800-727-7003,PROGRAF® Granules (tacrolimus for oral suspension) 0.2 mg unit dose packets (NDC 0469-1230-50),Revised,06/21/2019,Available; product under allocation,,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,Astellas,800-727-7003,PROGRAF® Granules (tacrolimus for oral suspension) 1 mg unit dose packets (NDC 0469-1330-50),Revised,06/21/2019,Available; product under allocation,,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,"Dr. Reddy's Laboratories, Inc.",866-733-3952,0.5 mg (NDC 55111-525-30),Reverified,11/07/2019,Available,Releasing product as it becomes available,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,"Dr. Reddy's Laboratories, Inc.",866-733-3952,0.5 mg (NDC 55111-525-01),Reverified,11/07/2019,Available,Releasing product as it becomes available,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,"Dr. Reddy's Laboratories, Inc.",866-733-3952,0.5 mg (NDC 55111-525-05),Reverified,11/07/2019,Available,Releasing product as it becomes available,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,"Dr. Reddy's Laboratories, Inc.",866-733-3952,0.5 mg unit dose (NDC 55111-525-78),Reverified,11/07/2019,Available,Releasing product as it becomes available,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,"Dr. Reddy's Laboratories, Inc.",866-733-3952,1 mg (NDC 55111-526-30),Reverified,11/07/2019,Available,Releasing product as it becomes available,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,"Dr. Reddy's Laboratories, Inc.",866-733-3952,1 mg (NDC 55111-526-01),Reverified,11/07/2019,Available,Releasing product as it beceomes available,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,"Dr. Reddy's Laboratories, Inc.",866-733-3952,1 mg (NDC 55111-526-05),Reverified,11/07/2019,Available,Releasing product as it becomes available,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,"Dr. Reddy's Laboratories, Inc.",866-733-3952,1 mg unit dose (NDC 55111-526-78),Reverified,11/07/2019,Available,Releasing product as it becomes available,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,"Dr. Reddy's Laboratories, Inc.",866-733-3952,5 mg (NDC 55111-527-30),Reverified,11/07/2019,Available,Releasing product as it becomes available,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,"Dr. Reddy's Laboratories, Inc.",866-733-3952,5 mg (NDC 55111-527-01),Reverified,11/07/2019,Available,Releasing product as it becomes available,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,"Dr. Reddy's Laboratories, Inc.",866-733-3952,5 mg (NDC 55111-527-05),Reverified,11/07/2019,Available,Releasing product as it becomes available,,,Transplant,Current,,,05/17/2019,,,,,,,
Tacrolimus Capsules,"Dr. Reddy's Laboratories, Inc.",866-733-3952,5 mg unit dose (NDC 55111-527-78),Reverified,11/07/2019,Available,Releasing product as it becomes available,,,Transplant,Current,,,05/17/2019,,,,,,,
"Talwin (Pentazocine Lactate Injection, USP, CIV)","Hospira, Inc.",844-646-4398,30 mg/mL; 1 mL glass ampul (NDC 00409-1941-01),New,04/16/2018,,Discontinuation of the manufacture of the drug.,,,Analgesia/Addiction,To be Discontinued,04/16/2018,04/16/2018,04/16/2018,,,,,,,
Technetium Tc99m Succimer Injection (DMSA),Theragnostics Inc.,617-286-7479,ROTOP DMSA (Kit for the Preparation of Technetium Tc99m Succimer Injection). One vial contains 1.74 mg powder with the active substance: 1.0 mg succimer.  Five vials included in a carton (NDC 71647-001-01),Reverified,06/29/2018,Available,"Due to the current critical shortage of DMSA Kit for the Preparation of Technetium Tc99m Succimer, Theragnostics Inc. (Theragnostics) is coordinating with the U.S. Food and Drug Administration (FDA) to increase the availability of the drug.  Theragnostics has initiated temporary importation of DMSA Kit for the Preparation of Technetium Tc99m Succimer Injection into the U.S. market. This product is marketed in Germany and is manufactured in Dresden, Germany by ROTOP Pharmaka GmbH for Theragnostics.",,Other,Medical Imaging,Current,,,08/07/2017,,,,,https://www.fda.gov/downloads/Drugs/DrugSafety/DrugShortages/UCM594918.pdf,,
Technetium Tc99m Succimer Injection (DMSA),GE Healthcare,800-292-8514,DMSA Kit for the Preparation of Technetium Tc99m Succimer Injection (NDC 17156-525-01),Revised,06/06/2017,Efforts are being made to return the DMSA product back to the marketplace. Estimated return date at this time is 1st quarter 2020.,,,Manufacturing delays,Medical Imaging,Current,,,10/15/2014,,,,,,,
Telmisartan and Amlodipine (Twynsta) Tablets,"Boehringer Ingelheim Pharmaceuticals, Inc.",203-798-4375,"Telmisartan and Amlodipine (Twynsta) tablets 80mg/10mg, 30 count blister (NDC 0597-0127-37)",New,03/06/2018,,"Discontinuation is the result of a business decision made by Boehringer lngelheim Pharmaceuticals, Inc. All other strengths of Twynsta® tablets are still available.",,,Cardiovascular,To be Discontinued,03/06/2018,03/06/2018,03/06/2018,,,,,,,
Testosterone Buccal System,"Endo Pharmaceuticals, Inc.",800-462-3636,"Striant® 30 mg, 6 blister cards, 60 buccal system  (NDC 52244-030-60)",New,08/21/2019,,Endo has made a business decision to permanently discontinue the drug product.,,,Reproductive,To be Discontinued,08/21/2019,08/21/2019,08/21/2019,,,,,,,
Testosterone Gel 1%,Par Pharmaceutical,800-828-9393,"2.5 g, 30 packets (NDC 49884-418-72)",New,04/29/2019,,Par has made a business decision to discontinue the drug product.,,,Reproductive,To be Discontinued,04/29/2019,04/29/2019,04/29/2019,,,,,,,
Testosterone Gel 1%,Par Pharmaceutical,800-828-9393,"5 g, 30 packets (NDC 49884-510-72)",New,04/29/2019,,Par has made a business decision to discontinue the drug product.,,,Reproductive,To be Discontinued,04/29/2019,04/29/2019,04/29/2019,,,,,,,
Thioridazine Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,50 mg (NDC 0378-0616-01),Reverified,11/12/2019,Available,,,Other,Psychiatry,Current,,,02/02/2018,,,,,,,
Thioridazine Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,100 mg (NDC 0378-0618-01),Reverified,11/12/2019,Unavailable. Estimated recovery: December 2019.,,,Other,Psychiatry,Current,,,02/02/2018,,,,,,,
Thioridazine Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,10 mg (NDC 0378-0612-01),Reverified,11/12/2019,Available,,,Other,Psychiatry,Current,,,02/02/2018,,,,,,,
Thioridazine Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,25 mg (NDC 0378-0614-01),Reverified,11/12/2019,Available,,,Other,Psychiatry,Current,,,02/02/2018,,,,,,,
Thiothixene Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,"1 mg, 100 count bottle (NDC 0378-1001-01)",Revised,11/12/2019,Unavailable. Estimated re-supply: December 2019.,,,Other,Psychiatry,Current,,,07/27/2018,,,,,,,
Thiothixene Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,"2 mg, 100 count bottle (NDC 0378-2002-01)",Revised,11/12/2019,Unavailable. Estimated re-supply: December 2019.,,,Other,Psychiatry,Current,,,07/27/2018,,,,,,,
Thiothixene Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,"5 mg, 100 count bottle (NDC 0378-3005-01)",Revised,11/12/2019,Available,,,,Psychiatry,Current,,,07/27/2018,,,,,,,
Thiothixene Capsules,Mylan Pharmaceuticals Inc.,800-796-9526,"10 mg, 100 count bottle (NDC 0378-5010-01)",Revised,11/12/2019,Available,,,,Psychiatry,Current,,,07/27/2018,,,,,,,
Thiothixene Capsules,Novitium Pharma LLC,845-652-0377,"1 mg, 100 count bottle (NDC 70954-014-10)",Reverified,08/15/2019,Available ; Will cater to the entire market demand,,,Other,Psychiatry,Current,,,04/24/2019,,,,,,,
Thiothixene Capsules,Novitium Pharma LLC,845-652-0377,"2 mg, 100 count bottle (NDC 70954-015-10)",Reverified,08/15/2019,Available ; Will cater to the entire market demand,,,Other,Psychiatry,Current,,,04/24/2019,,,,,,,
Thiothixene Capsules,Novitium Pharma LLC,845-652-0377,"5 mg, 100 count bottle (NDC 70954-016-10)",Reverified,08/15/2019,Available ; Will cater to the entire market demand,,,Other,Psychiatry,Current,,,04/24/2019,,,,,,,
Thiothixene Capsules,Novitium Pharma LLC,845-652-0377,"10 mg, 100 count bottle (NDC 70954-017-10)",Reverified,08/15/2019,Available ; Will cater to the entire market demand,,,Other,Psychiatry,Current,,,04/24/2019,,,,,,,
Timolol Maleate Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"5 mg, 100 count (NDC 0378-0055-01)",Reverified,11/12/2019,Available,,,Other,Cardiovascular,Current,,,01/03/2019,,,,,,,
Timolol Maleate Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"10 mg, 100 count (NDC 0378-0221-01)",Reverified,11/12/2019,Available,,,Other,Cardiovascular,Current,,,01/03/2019,,,,,,,
Timolol Maleate Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,"20 mg, 100 count (NDC 0378-0715-01)",Reverified,11/12/2019,Available,,,Other,Cardiovascular,Current,,,01/03/2019,,,,,,,
Tizanidine Hydrochloride Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,4 mg (NDC 0378-0724-19),New,11/21/2019,,,,,Neurology,To be Discontinued,11/21/2019,11/21/2019,11/21/2019,,,,,,,
